,secs_stamp,text,max_sentiment,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
64,406,We should just stay till the morning,Neutral,0,0,0,0,0,0,0,0
65,409,"- You are unbelievable! - Oh, no. They roped you into this?",Neutral,0,0,0,0,0,0,0,0
66,412,Nobody roped me into anything. But they told me...,Neutral,0,0,0,0,0,0,0,0
67,415,"that if I presented you with an award, you'd be deeply honored",trust,0,2,0,0,2,0,2,3
68,418,Of course I'd be deeply honored. And it's you!,trust,0,0,0,0,0,0,0,1
69,420,That's great. So when do we do it? One more round. - There you go,Neutral,0,0,0,0,0,0,0,0
70,423,"There it is. That was easy. I'm so sorry. - Yeah, it's OK",Neutral,0,0,0,0,0,0,0,0
71,426,"Wow, would you look at that? That's... that's something else",Neutral,0,0,0,0,0,0,0,0
72,428,"I don't have any of those swooping around. All right, ride!",Neutral,0,0,0,0,0,0,0,0
73,433,"Give me a hand, will you? OK, you too",Neutral,0,0,0,0,0,0,0,0
74,436,I don't blow on man's hands,Neutral,0,0,0,0,0,0,0,0
75,438,"There it is! It's the Lieutenant Colonel Rhodes' roll, and...",trust,0,0,0,0,0,0,0,2
76,441,That's what happens,anticipation,0,1,0,0,0,0,0,0
77,443,"Worse things have happened, I think we're gonna be fine",anticipation,0,1,0,1,0,1,0,0
78,445,"Color me up, will you? - This is where I exit",Neutral,0,0,0,0,0,0,0,0
79,447,"- Tomorrow don't be late. - Yeah, you can count on it",anticipation,0,1,0,0,0,1,0,1
80,449,"- I'm serious. - I know, I know",Neutral,0,0,0,0,0,0,0,0
81,451,Render unto Caesar that which is Caesar's. There you go,Neutral,0,0,0,0,0,0,0,0
82,459,Mr. Stark! Excuse me! Mr. Stark!,trust,0,0,0,0,0,0,0,2
83,461,"Christine Everheart, Vanity Fair magazine",Neutral,0,0,0,0,0,0,0,0
84,464,Can I ask you a couple of questions? - She's cute,Neutral,0,0,0,0,0,0,0,0
85,465,- She's alright? Hi. - Hi,Neutral,0,0,0,0,0,0,0,0
86,468,"Yeah. Okay, go",Neutral,0,0,0,0,0,0,0,0
87,469,You've been called the Da Vinci of our time. What do you say to that?,anticipation,0,1,0,0,0,0,0,0
88,472,Absolutely ridiculous. I don't paint,anger,1,0,1,0,0,0,0,0
89,474,"And what do you say to your other nickname, the Merchant of Death?",anger,1,1,1,1,0,1,1,1
90,478,That's not bad. Let me guess... Berkeley?,anger,1,0,1,1,0,1,1,0
91,481,"Brown, actually",Neutral,0,0,0,0,0,0,0,0
92,483,"Well, Ms. Brown",Neutral,0,0,0,0,0,0,0,0
93,485,"It's an imperfect world, but it's the only one we've got",Neutral,0,0,0,0,0,0,0,0
94,488,I guarantee you the day weapons are no longer needed to keep the peace,trust,0,1,0,0,1,0,0,2
95,491,we'll start making bricks and beams for baby hospitals,joy,0,1,0,0,2,0,0,0
96,493,Rehearse that much?,Neutral,0,0,0,0,0,0,0,0
97,494,Every night in front of the mirror before bedtime,Neutral,0,0,0,0,0,0,0,0
98,496,- I can see that. - I'd like to show you firsthand,trust,0,0,0,0,0,0,0,1
99,498,All I want is the serious answer,Neutral,0,0,0,0,0,0,0,0
100,501,"Okay, here is serious. My old man had a philosophy:",Neutral,0,0,0,0,0,0,0,0
101,503,"""Peace means having a bigger stick than the other guy. """,anticipation,0,1,0,0,1,0,0,1
102,506,"That's a great line, coming from a guy selling the sticks",Neutral,0,0,0,0,0,0,0,0
103,508,My father helped defeat Nazis. He worked on the Manhattan Project,trust,0,0,0,0,0,0,0,1
104,511,"A lot of people, including your professors at Brown",Neutral,0,0,0,0,0,0,0,0
105,513,would call that being a hero,anticipation,0,1,0,0,1,0,1,1
106,515,And a lot of people would also call that war-profiteering,Neutral,0,0,0,0,0,0,0,0
107,517,"Tell me, do you plan to report",anticipation,0,1,0,0,0,0,0,0
108,518,on the millions we've saved by advancing medical technology?,anticipation,0,2,0,2,2,0,1,2
109,521,Or kept from starvation with our intelli-crops?,fear,0,0,0,1,0,1,0,0
110,524,"All those breakthroughs: military funding, honey",fear,0,0,0,1,0,0,0,0
111,527,"Wow, did you ever lose an hour of sleep your whole life?",anger,1,0,1,1,0,1,1,0
112,531,I'd be prepared to lose a few with you,anger,1,1,1,1,0,1,1,0
113,546,Good morning. It's 7 a. m,anticipation,0,1,0,0,1,0,1,1
114,548,The weather in Malibu is 72 degrees with scattered clouds,Neutral,0,0,0,0,0,0,0,0
115,552,The surf conditions are fair with waist to shoulder highlines,trust,0,0,0,0,0,0,0,1
116,555,high tide will be at 10:52 a. m,Neutral,0,0,0,0,0,0,0,0
117,575,"Tony? Hey, Tony!",Neutral,0,0,0,0,0,0,0,0
118,601,You are not authorized to access this area. - Jesus!,trust,0,0,0,0,0,0,0,1
119,604,"That's Jarvis, he runs the house",Neutral,0,0,0,0,0,0,0,0
120,606,"I've got your clothes here, they've been dry cleaned and pressed",joy,0,0,0,0,1,0,0,1
121,609,And there's a car waiting for you outside,anticipation,0,1,0,0,0,0,0,0
122,611,that will take you anywhere you'd like to go,Neutral,0,0,0,0,0,0,0,0
123,614,You must be the famous Pepper Potts. - Indeed I am,Neutral,0,0,0,0,0,0,0,0
124,618,"After all these years, Tony still has you picking up the dry cleaning?",joy,0,0,0,0,1,0,0,1
125,623,I do anything and everything that Mr. Stark requires,trust,0,0,0,0,0,0,0,1
126,626,Including occasionally taking out the trash. Would that be all?,disgust,0,0,1,0,0,1,0,0
127,647,Give me the exploded view,anger,1,0,0,1,0,1,1,0
128,649,The compression in cylinder 3 appears to be low,Neutral,0,0,0,0,0,0,0,0
129,652,Note that,Neutral,0,0,0,0,0,0,0,0
130,657,- I'll try again later... - Please don't turn down my music,sadness,1,0,1,1,1,2,0,0
131,659,I'll keep you posted,anger,1,0,1,1,0,1,0,0
132,661,You are supposed to be half way around the world right now,Neutral,0,0,0,0,0,0,0,0
133,663,- How did she take it? - Like a champ,Neutral,0,0,0,0,0,0,0,0
134,665,Might've tried to hustle me out of here,Neutral,0,0,0,0,0,0,0,0
135,666,Your flight was scheduled to leave an hour and a half ago,sadness,0,0,0,0,0,1,1,0
136,668,That's funny... I thought with it being my plane and all,Neutral,0,0,0,0,0,0,0,0
137,671,that it would just wait for me to get there,anticipation,0,1,0,0,0,0,0,0
138,672,I need to speak to you about couple of things before I get you outta the door,Neutral,0,0,0,0,0,0,0,0
139,675,"I mean, doesn't it kind of defeat the purpose of having your own plane",joy,0,0,0,0,1,0,0,1
140,677,if it departs before you arrive?,anticipation,0,2,0,0,0,1,0,0
141,679,"Larry called, he's got another buyer for the Jackson Pollock",Neutral,0,0,0,0,0,0,0,0
142,682,"in the wings, do you want it, yes or no?",Neutral,0,0,0,0,0,0,0,0
143,684,Is it a good representation of his Spring Period?,anticipation,0,1,0,0,1,0,1,1
144,687,"No the ""Springs"" is actually the neighborhood in East Hampton",anticipation,0,1,0,0,0,0,0,0
145,689,"where he lived and worked, not ""spring"" like the season",Neutral,0,0,0,0,0,0,0,0
146,692,I think it's a fair example...,Neutral,0,0,0,0,0,0,0,0
147,695,I think it's incredibly overpriced,Neutral,0,0,0,0,0,0,0,0
148,697,"I need it. Buy it, store it",anticipation,0,1,0,0,0,0,0,0
149,701,Okay... the MIT commencement speech,Neutral,0,0,0,0,0,0,0,0
150,703,"Is in June... please, don't harangue me about that stuff",Neutral,0,0,0,0,0,0,0,0
151,706,"Well, they are haranguing me, so I'm gonna say yes...",Neutral,0,0,0,0,0,0,0,0
152,709,I need you to sign this before you get on the plane,Neutral,0,0,0,0,0,0,0,0
153,712,"What are you trying to get rid of me for? What, you got plans?",anticipation,0,1,0,0,0,0,0,0
154,714,"- As a matter of fact, I do. - I don't like it when you have plans",anticipation,0,1,0,0,0,0,0,1
155,716,I'm allowed to have plans on my birthday,anticipation,0,2,0,0,1,0,1,0
156,719,It's your birthday. - Yes. - I knew that. Already?,anticipation,0,1,0,0,1,0,1,0
157,722,"Yeah, isn't that strange, it's the same day as last year",Neutral,0,0,0,0,0,0,0,0
158,726,"Well, get yourself something nice from me. - I already did",Neutral,0,0,0,0,0,0,0,0
159,729,"- And? - Oh, it was very nice",Neutral,0,0,0,0,0,0,0,0
160,732,"Very tasteful. Thank you, Mr. Stark",trust,0,0,0,0,0,0,0,1
161,735,"You're welcome, Ms. Potts",Neutral,0,0,0,0,0,0,0,0
162,760,You're good! I thought I've lost you back there,surprise,1,1,1,1,1,1,2,1
163,764,"You did, sir",trust,0,0,0,0,0,0,0,1
164,767,"I took it across Mojave. - Ah, I gotcha, I gotcha",Neutral,0,0,0,0,0,0,0,0
165,770,What's wrong with you? - What?,Neutral,0,0,0,0,0,0,0,0
166,772,Three hours! - I got caught doing a piece for Vanity Fair,surprise,0,0,0,0,0,0,1,0
167,775,"Three hours. For three hours, you got me standing here",Neutral,0,0,0,0,0,0,0,0
168,778,I'm waiting on you now. Lets go. C'mon,anticipation,0,1,0,0,0,0,0,0
169,781,Wheels up! Rock and roll!,Neutral,0,0,0,0,0,0,0,0
170,791,What're you reading? - Nothing,Neutral,0,0,0,0,0,0,0,0
171,793,"C'mon, sourpatch, don't be mad",anger,1,0,1,1,0,1,0,0
172,796,"I told you I'm not mad, I'm indifferent, okay?",anger,1,0,1,1,0,1,0,0
173,798,"- I said I was sorry. - Good morning, Mr. Stark",trust,0,1,0,0,1,0,1,2
174,800,- No need to apologize. - I told him I was sorry but he...,sadness,0,0,0,0,0,1,0,1
175,802,I'm just indifferent right now,Neutral,0,0,0,0,0,0,0,0
176,804,"You don't respect yourself, so I know you don't respect me",anticipation,0,2,0,0,2,0,0,2
177,807,- I respect you. - I'm just your babysitter,trust,0,1,0,0,1,0,0,2
178,808,"and so, when you need your diaper changed, thank you...",disgust,0,0,1,1,0,0,0,0
179,811,"let me know and I'll get you a bottle, okay?",anger,1,0,1,1,0,1,0,0
180,813,"Hey, heat up the sake, will you? Thanks for reminding me",Neutral,0,0,0,0,0,0,0,0
181,816,"I'm not talking... we're not drinking, we're working right now",Neutral,0,0,0,0,0,0,0,0
182,818,And you are constitutionally incapable of being responsible,trust,0,0,0,0,0,0,0,1
183,822,It would be irresponsible not to drink,Neutral,0,0,0,0,0,0,0,0
184,824,I'm just talking about the night cup. - Hot sake?,anger,1,0,0,0,0,0,0,0
185,826,"- Yes, two please. - No, just...",Neutral,0,0,0,0,0,0,0,0
186,827,"I'm not drinking, I don't want any",Neutral,0,0,0,0,0,0,0,0
187,830,That's what I'm talking about. When I get up in the morning,Neutral,0,0,0,0,0,0,0,0
188,833,"and I'm putting on my uniform, you know what I recognize?",Neutral,0,0,0,0,0,0,0,0
189,836,I see in that mirror that every person that's got this uniform,Neutral,0,0,0,0,0,0,0,0
190,840,will get my back! - Here we go again. I'm not like you,Neutral,0,0,0,0,0,0,0,0
191,843,"No, you don't have to be like me. But you're more than... yes you are",Neutral,0,0,0,0,0,0,0,0
192,847,"Will you excuse me, I'm a little bit distracted here",Neutral,0,0,0,0,0,0,0,0
193,849,"No, you can't be distracted right now. Listen to me!",Neutral,0,0,0,0,0,0,0,0
194,856,"BAGRAM AIR BASE, AFGHANISTAN",trust,0,0,0,0,0,0,0,1
195,868,General,trust,0,0,0,0,0,0,0,1
196,870,"Welcome, Mr. Stark",trust,0,0,0,0,0,0,0,1
197,872,We look forward to your weapons presentation,Neutral,0,0,0,0,0,0,0,0
198,876,Is it better to be feared or respected?,anger,1,1,0,1,1,0,0,1
199,879,"And I say, is it too much to ask for both?",Neutral,0,0,0,0,0,0,0,0
200,883,"With that in mind, I humbly present the crown jewel",anticipation,0,1,0,0,1,0,1,1
201,886,of Stark Industries freedom line. It's the first missile system,trust,0,0,0,1,1,0,0,3
202,889,to incorporate our proprietary repulsor technology,Neutral,0,0,0,0,0,0,0,0
203,892,They say the best weapon is one you never have to fire,fear,0,0,0,1,0,0,0,0
204,896,I respectfully disagree,anger,1,0,0,0,0,0,0,0
205,898,I prefer the weapon you only have to fire once,fear,0,0,0,1,0,0,0,1
206,903,"That's how dad did it, that's how America does it...",Neutral,0,0,0,0,0,0,0,0
207,906,and it's worked out pretty well so far,anticipation,0,1,0,0,1,0,0,1
208,909,Find an excuse to let one of these off the chain,Neutral,0,0,0,0,0,0,0,0
209,912,and I personally guarantee you,trust,0,0,0,0,0,0,0,1
210,914,the bad guys won't even want to come out of their caves,anger,1,1,1,1,0,1,0,0
211,936,"For your consideration, the Jericho",Neutral,0,0,0,0,0,0,0,0
212,951,We throw one of these in with every purchase of 500 million or more,Neutral,0,0,0,0,0,0,0,0
213,955,To peace!,anticipation,0,1,0,0,1,0,0,1
214,957,"- Tony. - Obie, what are you doing up?",Neutral,0,0,0,0,0,0,0,0
215,959,I couldn't sleep till I found out how it went. How did it go?,Neutral,0,0,0,0,0,0,0,0
216,962,"Went great, looks like it's gonna be an early Christmas",Neutral,0,0,0,0,0,0,0,0
217,964,"Hey, way to go, my boy. I'll see you tomorrow, yeah?",disgust,1,1,2,1,0,1,0,0
218,967,Why aren't you wearing those pyjamas I got you?,trust,0,0,0,0,0,0,0,1
219,969,"Good night, Tony",anticipation,0,1,0,0,1,0,1,1
220,972,Hey Tony!,Neutral,0,0,0,0,0,0,0,0
221,973,"I'm sorry, this is the fun-vee. The hum-drum-vee is back there",Neutral,0,0,0,0,0,0,0,0
222,977,- Nice job. - See you back at base,trust,0,0,0,0,0,0,0,1
223,1046,I wouldn't do that if I were you,Neutral,0,0,0,0,0,0,0,0
224,1085,What the hell did you do to me?,anger,1,0,1,1,0,1,0,0
225,1088,What I did?,Neutral,0,0,0,0,0,0,0,0
226,1090,What I did is to save your life,joy,0,0,0,0,1,0,0,1
227,1092,"I removed all the shrapnel I could, but there's a lot left",fear,1,0,0,2,0,2,1,0
228,1096,and it's headed into your atrial septum,Neutral,0,0,0,0,0,0,0,0
229,1099,"Here, wanna see?",fear,0,0,0,1,0,1,0,0
230,1101,I have a souvenir. Take a look,Neutral,0,0,0,0,0,0,0,0
231,1107,I've seen many wounds like that in my village,anger,1,0,0,1,0,1,0,0
232,1109,We call them the walking dead,Neutral,0,0,0,0,0,0,0,0
233,1112,Because in takes about a week for the balls to reach the vital organs,Neutral,0,0,0,0,0,0,0,0
234,1115,- What is this? - That is an electromagnet,Neutral,0,0,0,0,0,0,0,0
235,1118,Hooked up to a car battery,anger,1,0,0,0,0,0,0,0
236,1120,And it's keeping the shrapnel from entering your heart,fear,0,0,0,1,0,0,0,0
237,1132,That's right. Smile!,joy,0,0,0,0,1,0,1,1
238,1135,"We met once, you know",Neutral,0,0,0,0,0,0,0,0
239,1137,At the technical conference in Bern,Neutral,0,0,0,0,0,0,0,0
240,1140,"- Don't remember. - No, you wouldn't",Neutral,0,0,0,0,0,0,0,0
241,1143,"If I had been that drunk, I wouldn't have been able to stand",Neutral,0,0,0,0,0,0,0,0
242,1146,much less give a lecture on integrated circuits,Neutral,0,0,0,0,0,0,0,0
243,1150,Where are we?,Neutral,0,0,0,0,0,0,0,0
244,1153,"Come on, stand up. Stand up",Neutral,0,0,0,0,0,0,0,0
245,1156,Do as I do,Neutral,0,0,0,0,0,0,0,0
246,1158,"C'mon, put your hands up",Neutral,0,0,0,0,0,0,0,0
247,1162,Those are my guns. How did they get my guns?,anger,2,0,0,2,0,0,0,0
248,1164,Do you understand me? Do as I do,Neutral,0,0,0,0,0,0,0,0
249,1187,"He says: ""Welcome Tony Stark",trust,0,0,0,0,0,0,0,1
250,1189,"the most famous mass murderer in the history of America. """,anger,1,0,1,1,0,1,0,0
251,1196,He is honored,trust,0,0,0,0,0,0,0,1
252,1200,He wants you to build a missile,fear,0,0,0,1,0,0,0,0
253,1203,The Jericho missile that you demonstrated,fear,0,0,0,1,0,0,0,0
254,1209,This one,Neutral,0,0,0,0,0,0,0,0
255,1215,I refuse,Neutral,0,0,0,0,0,0,0,0
256,1227,Tony!,Neutral,0,0,0,0,0,0,0,0
257,1278,He wants to know what you think,Neutral,0,0,0,0,0,0,0,0
258,1282,I think he got a lot of my weapons,Neutral,0,0,0,0,0,0,0,0
259,1292,He says they have everything you need to build a Jericho missile,fear,0,0,0,1,0,0,0,0
260,1297,He wants you to make the list of materials,Neutral,0,0,0,0,0,0,0,0
261,1303,He says for you to start working immediately,anticipation,0,2,0,0,0,0,0,0
262,1306,"and when you're done, he will set you free",Neutral,0,0,0,0,0,0,0,0
263,1312,"No, I won't",anticipation,0,1,0,0,0,0,0,0
264,1314,"No, he won't",anticipation,0,1,0,0,0,0,0,0
265,1328,"I'm sure they're looking for you, Stark",trust,0,0,0,0,0,0,0,1
266,1331,But they will never find you in these mountains,Neutral,0,0,0,0,0,0,0,0
267,1335,Look...,Neutral,0,0,0,0,0,0,0,0
268,1338,"What you just saw... that is your legacy, Stark",trust,0,0,0,0,0,0,0,1
269,1344,Your life's work in the hands of those murderers,Neutral,0,0,0,0,0,0,0,0
270,1347,Is that how you want to go out?,Neutral,0,0,0,0,0,0,0,0
271,1350,Is this the last act of defiance of the great Tony Stark?,anger,1,0,1,1,0,0,0,1
272,1356,Or are you going to do something about it?,Neutral,0,0,0,0,0,0,0,0
273,1358,"Why should I do anything? They're gonna kill me, you...",fear,0,0,0,1,0,1,0,0
274,1362,"Either way, if they don't, I'll probably be dead in a week",anger,1,0,1,1,0,1,0,0
275,1366,"Well then... this is a very important week for you, isn't it?",trust,0,0,0,0,0,0,0,1
276,1373,If this is gonna be my workstation,Neutral,0,0,0,0,0,0,0,0
277,1375,"I want it well lit, I want all of these tools",Neutral,0,0,0,0,0,0,0,0
278,1378,"Welding gear, I don't care if it's acetylene or propane",Neutral,0,0,0,0,0,0,0,0
279,1380,"I need a soldering station, I need helmets",Neutral,0,0,0,0,0,0,0,0
280,1383,"I need goggles, I would like a smelting cup",Neutral,0,0,0,0,0,0,0,0
281,1385,I need two sets of precision tools,Neutral,0,0,0,0,0,0,0,0
282,1399,How many languages do you speak?,Neutral,0,0,0,0,0,0,0,0
283,1401,A lot. But apparently not enough for this place,Neutral,0,0,0,0,0,0,0,0
284,1405,"They speak Arabic, Urdu, Dari, Pashto",Neutral,0,0,0,0,0,0,0,0
285,1408,"Mongolian, Farsi, Russian",Neutral,0,0,0,0,0,0,0,0
286,1411,Who are these people?,Neutral,0,0,0,0,0,0,0,0
287,1413,"They are your loyal customers, sir",trust,0,0,0,1,1,0,1,2
288,1416,They call themselves The Ten Rings,Neutral,0,0,0,0,0,0,0,0
289,1428,"You know, we might be more productive",Neutral,0,0,0,0,0,0,0,0
290,1430,if you include me in the planning process? - Aha,anticipation,0,1,0,0,0,0,0,0
291,1441,Okay. We don't need this,Neutral,0,0,0,0,0,0,0,0
292,1445,What is that?,Neutral,0,0,0,0,0,0,0,0
293,1448,"That's palladium, 0.15 grams. We need at least 1.6",Neutral,0,0,0,0,0,0,0,0
294,1452,so why don't you go break down the other eleven,surprise,0,0,0,0,0,0,1,0
295,1457,What are they doing?,Neutral,0,0,0,0,0,0,0,0
296,1459,Working,Neutral,0,0,0,0,0,0,0,0
297,1471,"Careful. Careful, we only get one shot at this",anger,1,0,0,1,0,0,0,0
298,1474,"Relax, I've steady hands",surprise,0,0,0,0,0,0,1,1
299,1477,"Why do you think you're still alive, huh?",anticipation,0,1,0,0,1,0,0,1
300,1486,What do I call you?,Neutral,0,0,0,0,0,0,0,0
301,1489,- My name is Yinsen. - Yinsen... nice to meet you,Neutral,0,0,0,0,0,0,0,0
302,1493,Nice to meet you too,Neutral,0,0,0,0,0,0,0,0
303,1534,"Wow, that doesn't look like a Jericho missile",fear,0,0,0,1,0,0,0,0
304,1538,That's because it is a miniaturized Arc reactor,Neutral,0,0,0,0,0,0,0,0
305,1541,We got a big one powering my factory at home,Neutral,0,0,0,0,0,0,0,0
306,1544,It should keep the shrapnel out of my heart,fear,0,0,0,1,0,0,0,0
307,1547,But what could it generate?,Neutral,0,0,0,0,0,0,0,0
308,1549,"If my math is right, and it always is...",Neutral,0,0,0,0,0,0,0,0
309,1552,three gigajoules per second,Neutral,0,0,0,0,0,0,0,0
310,1554,That could run your heart for the 50 lifetimes. - Yeah,Neutral,0,0,0,0,0,0,0,0
311,1558,Or something big for 50 minutes,Neutral,0,0,0,0,0,0,0,0
312,1569,This is our ticket outta here. - What is it?,Neutral,0,0,0,0,0,0,0,0
313,1574,'Flying the mountain' look,anticipation,0,1,0,0,0,0,0,0
314,1582,Impressive,Neutral,0,0,0,0,0,0,0,0
315,1609,Shesh Besh,Neutral,0,0,0,0,0,0,0,0
316,1612,Good roll. Good roll,anticipation,0,2,0,0,2,0,2,2
317,1615,You still didn't tell me where you're from,Neutral,0,0,0,0,0,0,0,0
318,1617,I'm from a small town called Gulmira,Neutral,0,0,0,0,0,0,0,0
319,1620,It's actually a nice place,Neutral,0,0,0,0,0,0,0,0
320,1623,- You got a family? - Yes,Neutral,0,0,0,0,0,0,0,0
321,1626,And I will see them when I leave here,sadness,0,0,0,0,0,1,1,0
322,1629,"And you, Stark?",trust,0,0,0,0,0,0,0,1
323,1634,Nothing,Neutral,0,0,0,0,0,0,0,0
324,1637,No,Neutral,0,0,0,0,0,0,0,0
325,1639,So you're a man who has everything... and nothing,Neutral,0,0,0,0,0,0,0,0
326,1689,Doesn't look anything like the photo,Neutral,0,0,0,0,0,0,0,0
327,1692,Maybe he modified it,surprise,0,0,0,0,0,0,1,0
328,1694,"- The tail doesn't seem right. - Well, too bad",anger,1,0,1,1,0,1,0,0
329,1742,Relax,Neutral,0,0,0,0,0,0,0,0
330,1752,The bow and arrow once was the pinnacle of weapons technology,Neutral,0,0,0,0,0,0,0,0
331,1760,It allowed the great Genghis Khan,fear,0,0,0,1,0,0,0,1
332,1763,to rule from the Pacific to the Ukraine,fear,0,0,0,1,0,0,0,1
333,1767,An empire twice the size of Alexander the Great,Neutral,0,0,0,0,0,0,0,0
334,1772,And four times the size of the Roman empire,anticipation,0,1,0,0,0,0,0,0
335,1779,But today,Neutral,0,0,0,0,0,0,0,0
336,1781,whoever holds the latest Stark weapons,trust,0,0,0,0,0,0,0,1
337,1785,rules these lands,fear,0,0,0,1,0,0,0,1
338,1790,And soon...,Neutral,0,0,0,0,0,0,0,0
339,1794,...it will be my turn,Neutral,0,0,0,0,0,0,0,0
340,1809,Why did you fail me?,Neutral,0,0,0,0,0,0,0,0
341,1811,We're working on it. Diligently,Neutral,0,0,0,0,0,0,0,0
342,1815,I spared your life,Neutral,0,0,0,0,0,0,0,0
343,1819,Is this how you repay me?,anger,1,1,0,0,1,0,0,1
344,1822,It's very complex,Neutral,0,0,0,0,0,0,0,0
345,1824,We're trying hard,Neutral,0,0,0,0,0,0,0,0
